,index,id,date,start,win_home,home_away,team,win,team_wins,team_games,running_pct,team_lagged,win_lagged,win_streak
0,7,7,10/17/2018,19:00,TRUE,away_team,Atlanta Hawks,FALSE,0,1,0,FALSE,FALSE,0
1,18,18,10/19/2018,20:00,TRUE,away_team,Atlanta Hawks,FALSE,0,2,0,Atlanta Hawks,FALSE,0
2,35,35,10/21/2018,18:00,FALSE,away_team,Atlanta Hawks,TRUE,1,3,0.333333333,Atlanta Hawks,FALSE,0
3,1278,51,10/24/2018,19:00,TRUE,home_team,Atlanta Hawks,TRUE,2,4,0.5,Atlanta Hawks,TRUE,1
4,1300,73,10/27/2018,19:00,FALSE,home_team,Atlanta Hawks,FALSE,2,5,0.4,Atlanta Hawks,TRUE,2
5,93,93,10/29/2018,19:00,TRUE,away_team,Atlanta Hawks,FALSE,2,6,0.333333333,Atlanta Hawks,FALSE,0
6,97,97,10/30/2018,19:00,TRUE,away_team,Atlanta Hawks,FALSE,2,7,0.285714286,Atlanta Hawks,FALSE,0
7,1337,110,11/1/2018,19:00,FALSE,home_team,Atlanta Hawks,FALSE,2,8,0.25,Atlanta Hawks,FALSE,0
8,1351,124,11/3/2018,19:00,TRUE,home_team,Atlanta Hawks,TRUE,3,9,0.333333333,Atlanta Hawks,FALSE,0
9,148,148,11/6/2018,19:00,TRUE,away_team,Atlanta Hawks,FALSE,3,10,0.3,Atlanta Hawks,TRUE,1
10,1379,152,11/7/2018,19:00,FALSE,home_team,Atlanta Hawks,FALSE,3,11,0.272727273,Atlanta Hawks,FALSE,0
11,1393,166,11/9/2018,19:00,FALSE,home_team,Atlanta Hawks,FALSE,3,12,0.25,Atlanta Hawks,FALSE,0
12,186,186,11/11/2018,21:00,TRUE,away_team,Atlanta Hawks,FALSE,3,13,0.230769231,Atlanta Hawks,FALSE,0
13,200,200,11/13/2018,22:00,TRUE,away_team,Atlanta Hawks,FALSE,3,14,0.214285714,Atlanta Hawks,FALSE,0
14,212,212,11/15/2018,21:00,TRUE,away_team,Atlanta Hawks,FALSE,3,15,0.2,Atlanta Hawks,FALSE,0
15,229,229,11/17/2018,19:00,TRUE,away_team,Atlanta Hawks,FALSE,3,16,0.1875,Atlanta Hawks,FALSE,0
16,1465,238,11/19/2018,19:00,FALSE,home_team,Atlanta Hawks,FALSE,3,17,0.176470588,Atlanta Hawks,FALSE,0
17,1478,251,11/21/2018,19:00,FALSE,home_team,Atlanta Hawks,FALSE,3,18,0.166666667,Atlanta Hawks,FALSE,0
18,1491,264,11/23/2018,19:00,FALSE,home_team,Atlanta Hawks,FALSE,3,19,0.157894737,Atlanta Hawks,FALSE,0
19,1512,285,11/25/2018,18:00,TRUE,home_team,Atlanta Hawks,TRUE,4,20,0.2,Atlanta Hawks,FALSE,0
20,303,303,11/27/2018,19:00,FALSE,away_team,Atlanta Hawks,TRUE,5,21,0.238095238,Atlanta Hawks,TRUE,1
21,306,306,11/28/2018,19:00,TRUE,away_team,Atlanta Hawks,FALSE,5,22,0.227272727,Atlanta Hawks,TRUE,2
22,324,324,11/30/2018,20:00,TRUE,away_team,Atlanta Hawks,FALSE,5,23,0.217391304,Atlanta Hawks,FALSE,0
23,1569,342,12/3/2018,19:00,FALSE,home_team,Atlanta Hawks,FALSE,5,24,0.208333333,Atlanta Hawks,FALSE,0
24,1581,354,12/5/2018,19:00,FALSE,home_team,Atlanta Hawks,FALSE,5,25,0.2,Atlanta Hawks,FALSE,0
25,1604,377,12/8/2018,19:00,TRUE,home_team,Atlanta Hawks,TRUE,6,26,0.230769231,Atlanta Hawks,FALSE,0
26,406,406,12/12/2018,20:00,TRUE,away_team,Atlanta Hawks,FALSE,6,27,0.222222222,Atlanta Hawks,TRUE,1
27,418,419,12/14/2018,19:00,TRUE,away_team,Atlanta Hawks,FALSE,6,28,0.214285714,Atlanta Hawks,FALSE,0
28,433,435,12/16/2018,15:00,TRUE,away_team,Atlanta Hawks,FALSE,6,29,0.206896552,Atlanta Hawks,FALSE,0
29,1675,450,12/18/2018,19:00,TRUE,home_team,Atlanta Hawks,TRUE,7,30,0.233333333,Atlanta Hawks,FALSE,0
30,471,473,12/21/2018,19:00,FALSE,away_team,Atlanta Hawks,TRUE,8,31,0.258064516,Atlanta Hawks,TRUE,1
31,486,488,12/23/2018,16:00,FALSE,away_team,Atlanta Hawks,TRUE,9,32,0.28125,Atlanta Hawks,TRUE,2
32,1726,501,12/26/2018,19:00,FALSE,home_team,Atlanta Hawks,FALSE,9,33,0.272727273,Atlanta Hawks,TRUE,3
33,519,521,12/28/2018,20:00,FALSE,away_team,Atlanta Hawks,TRUE,10,34,0.294117647,Atlanta Hawks,FALSE,0
34,1751,526,12/29/2018,19:00,TRUE,home_team,Atlanta Hawks,TRUE,11,35,0.314285714,Atlanta Hawks,TRUE,1
35,541,543,12/31/2018,15:00,TRUE,away_team,Atlanta Hawks,FALSE,11,36,0.305555556,Atlanta Hawks,TRUE,2
36,559,561,1/2/2019,19:00,TRUE,away_team,Atlanta Hawks,FALSE,11,37,0.297297297,Atlanta Hawks,FALSE,0
37,569,571,1/4/2019,20:00,TRUE,away_team,Atlanta Hawks,FALSE,11,38,0.289473684,Atlanta Hawks,FALSE,0
38,1808,583,1/6/2019,18:00,TRUE,home_team,Atlanta Hawks,TRUE,12,39,0.307692308,Atlanta Hawks,FALSE,0
39,603,605,1/8/2019,19:00,TRUE,away_team,Atlanta Hawks,FALSE,12,40,0.3,Atlanta Hawks,TRUE,1
40,605,607,1/9/2019,19:00,TRUE,away_team,Atlanta Hawks,FALSE,12,41,0.292682927,Atlanta Hawks,FALSE,0
41,622,624,1/11/2019,19:00,FALSE,away_team,Atlanta Hawks,TRUE,13,42,0.30952381,Atlanta Hawks,FALSE,0
42,1862,637,1/13/2019,15:00,FALSE,home_team,Atlanta Hawks,FALSE,13,43,0.302325581,Atlanta Hawks,TRUE,1
43,1875,650,1/15/2019,19:00,TRUE,home_team,Atlanta Hawks,TRUE,14,44,0.318181818,Atlanta Hawks,FALSE,0
44,1901,677,1/19/2019,19:00,FALSE,home_team,Atlanta Hawks,FALSE,14,45,0.311111111,Atlanta Hawks,TRUE,1
45,1914,690,1/21/2019,15:00,FALSE,home_team,Atlanta Hawks,FALSE,14,46,0.304347826,Atlanta Hawks,FALSE,0
46,704,707,1/23/2019,20:00,FALSE,away_team,Atlanta Hawks,TRUE,15,47,0.319148936,Atlanta Hawks,FALSE,0
47,730,733,1/26/2019,22:00,TRUE,away_team,Atlanta Hawks,FALSE,15,48,0.3125,Atlanta Hawks,TRUE,1
48,743,746,1/28/2019,22:00,FALSE,away_team,Atlanta Hawks,TRUE,16,49,0.326530612,Atlanta Hawks,FALSE,0
49,758,761,1/30/2019,22:00,TRUE,away_team,Atlanta Hawks,FALSE,16,50,0.32,Atlanta Hawks,TRUE,1
50,770,773,2/1/2019,21:00,TRUE,away_team,Atlanta Hawks,FALSE,16,51,0.31372549,Atlanta Hawks,FALSE,0
51,778,781,2/2/2019,21:00,FALSE,away_team,Atlanta Hawks,TRUE,17,52,0.326923077,Atlanta Hawks,FALSE,0
52,791,794,2/4/2019,19:00,FALSE,away_team,Atlanta Hawks,TRUE,18,53,0.339622642,Atlanta Hawks,TRUE,1
53,2034,810,2/7/2019,19:00,FALSE,home_team,Atlanta Hawks,FALSE,18,54,0.333333333,Atlanta Hawks,TRUE,2
54,2048,824,2/9/2019,19:00,FALSE,home_team,Atlanta Hawks,FALSE,18,55,0.327272727,Atlanta Hawks,FALSE,0
55,2057,833,2/10/2019,19:00,FALSE,home_team,Atlanta Hawks,FALSE,18,56,0.321428571,Atlanta Hawks,FALSE,0
56,2071,847,2/12/2019,19:00,TRUE,home_team,Atlanta Hawks,TRUE,19,57,0.333333333,Atlanta Hawks,FALSE,0
57,2087,863,2/14/2019,19:00,FALSE,home_team,Atlanta Hawks,FALSE,19,58,0.327586207,Atlanta Hawks,TRUE,1
58,2096,872,2/22/2019,19:00,FALSE,home_team,Atlanta Hawks,FALSE,19,59,0.322033898,Atlanta Hawks,FALSE,0
59,2105,881,2/23/2019,19:00,TRUE,home_team,Atlanta Hawks,TRUE,20,60,0.333333333,Atlanta Hawks,FALSE,0
60,898,901,2/25/2019,20:00,TRUE,away_team,Atlanta Hawks,FALSE,20,61,0.327868852,Atlanta Hawks,TRUE,1
61,2134,910,2/27/2019,19:00,TRUE,home_team,Atlanta Hawks,TRUE,21,62,0.338709677,Atlanta Hawks,FALSE,0
62,2151,927,3/1/2019,19:00,FALSE,home_team,Atlanta Hawks,FALSE,21,63,0.333333333,Atlanta Hawks,TRUE,1
63,941,944,3/3/2019,15:00,FALSE,away_team,Atlanta Hawks,TRUE,22,64,0.34375,Atlanta Hawks,FALSE,0
64,950,953,3/4/2019,19:00,TRUE,away_team,Atlanta Hawks,FALSE,22,65,0.338461538,Atlanta Hawks,TRUE,1
65,2188,964,3/6/2019,19:00,FALSE,home_team,Atlanta Hawks,FALSE,22,66,0.333333333,Atlanta Hawks,FALSE,0
66,2209,985,3/9/2019,19:00,FALSE,home_team,Atlanta Hawks,FALSE,22,67,0.328358209,Atlanta Hawks,FALSE,0
67,2215,991,3/10/2019,18:00,TRUE,home_team,Atlanta Hawks,TRUE,23,68,0.338235294,Atlanta Hawks,FALSE,0
68,2237,1013,3/13/2019,19:00,TRUE,home_team,Atlanta Hawks,TRUE,24,69,0.347826087,Atlanta Hawks,TRUE,1
69,1030,1033,3/16/2019,24:00:00,TRUE,away_team,Atlanta Hawks,FALSE,24,70,0.342857143,Atlanta Hawks,TRUE,2
70,1044,1047,3/17/2019,18:00,TRUE,away_team,Atlanta Hawks,FALSE,24,71,0.338028169,Atlanta Hawks,FALSE,0
71,2282,1058,3/19/2019,19:00,FALSE,home_team,Atlanta Hawks,FALSE,24,72,0.333333333,Atlanta Hawks,FALSE,0
72,2297,1073,3/21/2019,19:00,TRUE,home_team,Atlanta Hawks,TRUE,25,73,0.342465753,Atlanta Hawks,FALSE,0
73,2310,1086,3/23/2019,19:00,TRUE,home_team,Atlanta Hawks,TRUE,26,74,0.351351351,Atlanta Hawks,TRUE,1
74,1111,1114,3/26/2019,20:00,FALSE,away_team,Atlanta Hawks,TRUE,27,75,0.36,Atlanta Hawks,TRUE,2
75,2353,1129,3/29/2019,19:00,FALSE,home_team,Atlanta Hawks,FALSE,27,76,0.355263158,Atlanta Hawks,TRUE,3
76,2368,1144,3/31/2019,24:00:00,TRUE,home_team,Atlanta Hawks,TRUE,28,77,0.363636364,Atlanta Hawks,FALSE,0
77,1160,1163,4/2/2019,20:00,TRUE,away_team,Atlanta Hawks,FALSE,28,78,0.358974359,Atlanta Hawks,TRUE,1
78,2388,1164,4/3/2019,19:00,TRUE,home_team,Atlanta Hawks,TRUE,29,79,0.367088608,Atlanta Hawks,FALSE,0
79,1185,1188,4/5/2019,19:00,TRUE,away_team,Atlanta Hawks,FALSE,29,80,0.3625,Atlanta Hawks,TRUE,1
80,1199,1202,4/7/2019,19:00,TRUE,away_team,Atlanta Hawks,FALSE,29,81,0.358024691,Atlanta Hawks,FALSE,0
81,2443,1219,4/10/2019,20:00,FALSE,home_team,Atlanta Hawks,FALSE,29,82,0.353658537,Atlanta Hawks,FALSE,0
82,1227,0,10/16/2018,20:00,TRUE,home_team,Boston Celtics,TRUE,1,1,1,Atlanta Hawks,FALSE,0
83,23,23,10/19/2018,20:00,TRUE,away_team,Boston Celtics,FALSE,1,2,0.5,Boston Celtics,TRUE,1
84,31,31,10/20/2018,19:00,FALSE,away_team,Boston Celtics,TRUE,2,3,0.666666667,Boston Celtics,FALSE,0
85,1266,39,10/22/2018,19:00,FALSE,home_team,Boston Celtics,FALSE,2,4,0.5,Boston Celtics,TRUE,1
86,64,64,10/25/2018,20:00,FALSE,away_team,Boston Celtics,TRUE,3,5,0.6,Boston Celtics,FALSE,0
87,75,75,10/27/2018,19:00,FALSE,away_team,Boston Celtics,TRUE,4,6,0.666666667,Boston Celtics,TRUE,1
88,1322,95,10/30/2018,19:00,TRUE,home_team,Boston Celtics,TRUE,5,7,0.714285714,Boston Celtics,TRUE,2
89,1338,111,11/1/2018,20:00,TRUE,home_team,Boston Celtics,TRUE,6,8,0.75,Boston Celtics,TRUE,3
90,128,128,11/3/2018,19:00,TRUE,away_team,Boston Celtics,FALSE,6,9,0.666666667,Boston Celtics,TRUE,4
91,139,139,11/5/2018,21:00,TRUE,away_team,Boston Celtics,FALSE,6,10,0.6,Boston Celtics,FALSE,0
92,164,164,11/8/2018,21:00,FALSE,away_team,Boston Celtics,TRUE,7,11,0.636363636,Boston Celtics,FALSE,0
93,172,172,11/9/2018,21:00,TRUE,away_team,Boston Celtics,FALSE,7,12,0.583333333,Boston Celtics,TRUE,1
94,188,188,11/11/2018,21:00,TRUE,away_team,Boston Celtics,FALSE,7,13,0.538461538,Boston Celtics,FALSE,0
95,1428,201,11/14/2018,19:00,TRUE,home_team,Boston Celtics,TRUE,8,14,0.571428571,Boston Celtics,FALSE,0
96,1442,215,11/16/2018,19:00,TRUE,home_team,Boston Celtics,TRUE,9,15,0.6,Boston Celtics,TRUE,1
97,1450,223,11/17/2018,19:00,FALSE,home_team,Boston Celtics,FALSE,9,16,0.5625,Boston Celtics,TRUE,2
98,239,239,11/19/2018,19:00,TRUE,away_team,Boston Celtics,FALSE,9,17,0.529411765,Boston Celtics,FALSE,0
99,1479,252,11/21/2018,19:00,FALSE,home_team,Boston Celtics,FALSE,9,18,0.5,Boston Celtics,FALSE,0
100,264,264,11/23/2018,19:00,FALSE,away_team,Boston Celtics,TRUE,10,19,0.526315789,Boston Celtics,FALSE,0
101,279,279,11/24/2018,20:00,TRUE,away_team,Boston Celtics,FALSE,10,20,0.5,Boston Celtics,TRUE,1
102,297,297,11/26/2018,20:00,FALSE,away_team,Boston Celtics,TRUE,11,21,0.523809524,Boston Celtics,FALSE,0
103,1545,318,11/30/2018,19:00,TRUE,home_team,Boston Celtics,TRUE,12,22,0.545454545,Boston Celtics,TRUE,1
104,332,332,12/1/2018,20:00,FALSE,away_team,Boston Celtics,TRUE,13,23,0.565217391,Boston Celtics,TRUE,2
105,1591,364,12/6/2018,20:00,TRUE,home_team,Boston Celtics,TRUE,14,24,0.583333333,Boston Celtics,TRUE,3
106,378,378,12/8/2018,20:00,FALSE,away_team,Boston Celtics,TRUE,15,25,0.6,Boston Celtics,TRUE,4
107,1617,390,12/10/2018,19:00,TRUE,home_team,Boston Celtics,TRUE,16,26,0.615384615,Boston Celtics,TRUE,5
108,414,414,12/12/2018,19:00,FALSE,away_team,Boston Celtics,TRUE,17,27,0.62962963,Boston Celtics,TRUE,6
109,1645,419,12/14/2018,19:00,TRUE,home_team,Boston Celtics,TRUE,18,28,0.642857143,Boston Celtics,TRUE,7
110,428,429,12/15/2018,19:00,TRUE,away_team,Boston Celtics,FALSE,18,29,0.620689655,Boston Celtics,TRUE,8
111,1679,454,12/19/2018,19:00,FALSE,home_team,Boston Celtics,FALSE,18,30,0.6,Boston Celtics,FALSE,0
112,1693,468,12/21/2018,20:00,FALSE,home_team,Boston Celtics,FALSE,18,31,0.580645161,Boston Celtics,FALSE,0
113,1710,485,12/23/2018,18:00,TRUE,home_team,Boston Celtics,TRUE,19,32,0.59375,Boston Celtics,FALSE,0
114,1721,496,12/25/2018,17:00,TRUE,home_team,Boston Celtics,TRUE,20,33,0.606060606,Boston Celtics,TRUE,1
115,510,512,12/27/2018,20:00,TRUE,away_team,Boston Celtics,FALSE,20,34,0.588235294,Boston Celtics,TRUE,2
116,526,528,12/29/2018,20:00,FALSE,away_team,Boston Celtics,TRUE,21,35,0.6,Boston Celtics,FALSE,0
117,545,547,12/31/2018,19:00,TRUE,away_team,Boston Celtics,FALSE,21,36,0.583333333,Boston Celtics,TRUE,1
118,1778,553,1/2/2019,20:00,TRUE,home_team,Boston Celtics,TRUE,22,37,0.594594595,Boston Celtics,FALSE,0
119,1790,565,1/4/2019,20:00,TRUE,home_team,Boston Celtics,TRUE,23,38,0.605263158,Boston Celtics,TRUE,1
120,1815,590,1/7/2019,19:00,TRUE,home_team,Boston Celtics,TRUE,24,39,0.615384615,Boston Celtics,TRUE,2
121,1831,606,1/9/2019,19:00,TRUE,home_team,Boston Celtics,TRUE,25,40,0.625,Boston Celtics,TRUE,3
122,615,617,1/10/2019,19:00,TRUE,away_team,Boston Celtics,FALSE,25,41,0.609756098,Boston Celtics,TRUE,4
123,631,633,1/12/2019,19:00,TRUE,away_team,Boston Celtics,FALSE,25,42,0.595238095,Boston Celtics,FALSE,0
124,642,644,1/14/2019,19:00,TRUE,away_team,Boston Celtics,FALSE,25,43,0.581395349,Boston Celtics,FALSE,0
125,1881,656,1/16/2019,20:00,TRUE,home_team,Boston Celtics,TRUE,26,44,0.590909091,Boston Celtics,FALSE,0
126,1894,670,1/18/2019,19:00,TRUE,home_team,Boston Celtics,TRUE,27,45,0.6,Boston Celtics,TRUE,1
127,674,677,1/19/2019,19:00,FALSE,away_team,Boston Celtics,TRUE,28,46,0.608695652,Boston Celtics,TRUE,2
128,1915,691,1/21/2019,18:00,TRUE,home_team,Boston Celtics,TRUE,29,47,0.617021277,Boston Celtics,TRUE,3
129,1929,705,1/23/2019,19:00,TRUE,home_team,Boston Celtics,TRUE,30,48,0.625,Boston Celtics,TRUE,4
130,1953,729,1/26/2019,20:00,FALSE,home_team,Boston Celtics,FALSE,30,49,0.612244898,Boston Celtics,TRUE,5
131,1967,743,1/28/2019,19:00,TRUE,home_team,Boston Celtics,TRUE,31,50,0.62,Boston Celtics,FALSE,0
132,1979,755,1/30/2019,19:00,TRUE,home_team,Boston Celtics,TRUE,32,51,0.62745098,Boston Celtics,TRUE,1
133,769,772,2/1/2019,19:00,FALSE,away_team,Boston Celtics,TRUE,33,52,0.634615385,Boston Celtics,TRUE,2
134,2010,786,2/3/2019,14:00,TRUE,home_team,Boston Celtics,TRUE,34,53,0.641509434,Boston Celtics,TRUE,3
135,793,796,2/5/2019,19:00,FALSE,away_team,Boston Celtics,TRUE,35,54,0.648148148,Boston Celtics,TRUE,4
136,2035,811,2/7/2019,20:00,FALSE,home_team,Boston Celtics,FALSE,35,55,0.636363636,Boston Celtics,TRUE,5
137,2049,825,2/9/2019,20:00,FALSE,home_team,Boston Celtics,FALSE,35,56,0.625,Boston Celtics,FALSE,0
138,848,851,2/12/2019,20:00,FALSE,away_team,Boston Celtics,TRUE,36,57,0.631578947,Boston Celtics,FALSE,0
139,2076,852,2/13/2019,19:00,TRUE,home_team,Boston Celtics,TRUE,37,58,0.637931034,Boston Celtics,TRUE,1
140,867,870,2/21/2019,20:00,TRUE,away_team,Boston Celtics,FALSE,37,59,0.627118644,Boston Celtics,TRUE,2
141,879,882,2/23/2019,20:00,TRUE,away_team,Boston Celtics,FALSE,37,60,0.616666667,Boston Celtics,FALSE,0
142,906,909,2/26/2019,20:00,TRUE,away_team,Boston Celtics,FALSE,37,61,0.606557377,Boston Celtics,FALSE,0
143,2135,911,2/27/2019,20:00,FALSE,home_team,Boston Celtics,FALSE,37,62,0.596774194,Boston Celtics,FALSE,0
144,2152,928,3/1/2019,20:00,TRUE,home_team,Boston Celtics,TRUE,38,63,0.603174603,Boston Celtics,FALSE,0
145,2167,943,3/3/2019,15:00,FALSE,home_team,Boston Celtics,FALSE,38,64,0.59375,Boston Celtics,TRUE,1
146,955,958,3/5/2019,22:00,FALSE,away_team,Boston Celtics,TRUE,39,65,0.6,Boston Celtics,FALSE,0
147,969,972,3/6/2019,22:00,FALSE,away_team,Boston Celtics,TRUE,40,66,0.606060606,Boston Celtics,TRUE,1
148,983,986,3/9/2019,20:00,FALSE,away_team,Boston Celtics,TRUE,41,67,0.611940299,Boston Celtics,TRUE,2
149,1000,1003,3/11/2019,22:00,TRUE,away_team,Boston Celtics,FALSE,41,68,0.602941176,Boston Celtics,TRUE,3
150,2243,1019,3/14/2019,19:00,TRUE,home_team,Boston Celtics,TRUE,42,69,0.608695652,Boston Celtics,FALSE,0
151,2257,1033,3/16/2019,24:00:00,TRUE,home_team,Boston Celtics,TRUE,43,70,0.614285714,Boston Celtics,TRUE,1
152,2273,1049,3/18/2019,19:00,FALSE,home_team,Boston Celtics,FALSE,43,71,0.605633803,Boston Celtics,TRUE,2
153,1067,1070,3/20/2019,19:00,TRUE,away_team,Boston Celtics,FALSE,43,72,0.597222222,Boston Celtics,FALSE,0
154,1085,1088,3/23/2019,18:00,TRUE,away_team,Boston Celtics,FALSE,43,73,0.589041096,Boston Celtics,FALSE,0
155,2318,1094,3/24/2019,19:00,FALSE,home_team,Boston Celtics,FALSE,43,74,0.581081081,Boston Celtics,FALSE,0
156,1104,1107,3/26/2019,19:00,FALSE,away_team,Boston Celtics,TRUE,44,75,0.586666667,Boston Celtics,FALSE,0
157,2354,1130,3/29/2019,19:00,TRUE,home_team,Boston Celtics,TRUE,45,76,0.592105263,Boston Celtics,TRUE,1
158,1132,1135,3/30/2019,18:00,TRUE,away_team,Boston Celtics,FALSE,45,77,0.584415584,Boston Celtics,TRUE,2
159,2375,1151,4/1/2019,19:00,TRUE,home_team,Boston Celtics,TRUE,46,78,0.58974359,Boston Celtics,FALSE,0
160,1167,1170,4/3/2019,19:00,FALSE,away_team,Boston Celtics,TRUE,47,79,0.594936709,Boston Celtics,TRUE,1
161,1181,1184,4/5/2019,20:00,FALSE,away_team,Boston Celtics,TRUE,48,80,0.6,Boston Celtics,TRUE,2
162,2418,1194,4/7/2019,19:00,FALSE,home_team,Boston Celtics,FALSE,48,81,0.592592593,Boston Celtics,TRUE,3
163,1215,1218,4/9/2019,19:00,FALSE,away_team,Boston Celtics,TRUE,49,82,0.597560976,Boston Celtics,FALSE,0
164,3,3,10/17/2018,19:00,TRUE,away_team,Brooklyn Nets,FALSE,0,1,0,Boston Celtics,TRUE,1
165,1243,16,10/19/2018,19:00,TRUE,home_team,Brooklyn Nets,TRUE,1,2,0.5,Brooklyn Nets,FALSE,0
166,28,28,10/20/2018,19:00,TRUE,away_team,Brooklyn Nets,FALSE,1,3,0.333333333,Brooklyn Nets,TRUE,1
167,53,53,10/24/2018,19:00,FALSE,away_team,Brooklyn Nets,TRUE,2,4,0.5,Brooklyn Nets,FALSE,0
168,69,69,10/26/2018,20:00,TRUE,away_team,Brooklyn Nets,FALSE,2,5,0.4,Brooklyn Nets,TRUE,1
169,1309,82,10/28/2018,17:00,FALSE,home_team,Brooklyn Nets,FALSE,2,6,0.333333333,Brooklyn Nets,FALSE,0
170,92,92,10/29/2018,19:00,TRUE,away_team,Brooklyn Nets,FALSE,2,7,0.285714286,Brooklyn Nets,FALSE,0
171,1330,103,10/31/2018,19:00,TRUE,home_team,Brooklyn Nets,TRUE,3,8,0.375,Brooklyn Nets,FALSE,0
172,1343,116,11/2/2018,19:00,FALSE,home_team,Brooklyn Nets,FALSE,3,9,0.333333333,Brooklyn Nets,TRUE,1
173,1359,132,11/4/2018,18:00,TRUE,home_team,Brooklyn Nets,TRUE,4,10,0.4,Brooklyn Nets,FALSE,0
174,150,150,11/6/2018,21:00,FALSE,away_team,Brooklyn Nets,TRUE,5,11,0.454545455,Brooklyn Nets,TRUE,1
175,167,167,11/9/2018,21:00,FALSE,away_team,Brooklyn Nets,TRUE,6,12,0.5,Brooklyn Nets,TRUE,2
176,175,175,11/10/2018,20:00,TRUE,away_team,Brooklyn Nets,FALSE,6,13,0.461538462,Brooklyn Nets,TRUE,3
177,193,193,11/12/2018,20:00,TRUE,away_team,Brooklyn Nets,FALSE,6,14,0.428571429,Brooklyn Nets,FALSE,0
178,1429,202,11/14/2018,19:00,FALSE,home_team,Brooklyn Nets,FALSE,6,15,0.4,Brooklyn Nets,FALSE,0
179,222,222,11/16/2018,19:00,FALSE,away_team,Brooklyn Nets,TRUE,7,16,0.4375,Brooklyn Nets,FALSE,0
180,1451,224,11/17/2018,18:00,FALSE,home_team,Brooklyn Nets,FALSE,7,17,0.411764706,Brooklyn Nets,TRUE,1
181,247,247,11/20/2018,19:00,FALSE,away_team,Brooklyn Nets,TRUE,8,18,0.444444444,Brooklyn Nets,FALSE,0
182,256,256,11/21/2018,20:00,TRUE,away_team,Brooklyn Nets,FALSE,8,19,0.421052632,Brooklyn Nets,TRUE,1
183,1492,265,11/23/2018,24:00:00,FALSE,home_team,Brooklyn Nets,FALSE,8,20,0.4,Brooklyn Nets,FALSE,0
184,1513,286,11/25/2018,18:00,FALSE,home_team,Brooklyn Nets,FALSE,8,21,0.380952381,Brooklyn Nets,FALSE,0
185,1532,305,11/28/2018,19:00,FALSE,home_team,Brooklyn Nets,FALSE,8,22,0.363636364,Brooklyn Nets,FALSE,0
186,1546,319,11/30/2018,19:00,FALSE,home_team,Brooklyn Nets,FALSE,8,23,0.347826087,Brooklyn Nets,FALSE,0
187,335,335,12/1/2018,19:00,TRUE,away_team,Brooklyn Nets,FALSE,8,24,0.333333333,Brooklyn Nets,FALSE,0
188,1570,343,12/3/2018,19:00,FALSE,home_team,Brooklyn Nets,FALSE,8,25,0.32,Brooklyn Nets,FALSE,0
189,1582,355,12/5/2018,19:00,FALSE,home_team,Brooklyn Nets,FALSE,8,26,0.307692308,Brooklyn Nets,FALSE,0
190,1594,367,12/7/2018,19:00,TRUE,home_team,Brooklyn Nets,TRUE,9,27,0.333333333,Brooklyn Nets,FALSE,0
191,384,384,12/8/2018,19:00,FALSE,away_team,Brooklyn Nets,TRUE,10,28,0.357142857,Brooklyn Nets,TRUE,1
192,411,411,12/12/2018,19:00,FALSE,away_team,Brooklyn Nets,TRUE,11,29,0.379310345,Brooklyn Nets,TRUE,2
193,1646,420,12/14/2018,19:00,TRUE,home_team,Brooklyn Nets,TRUE,12,30,0.4,Brooklyn Nets,TRUE,3
194,1660,435,12/16/2018,15:00,TRUE,home_team,Brooklyn Nets,TRUE,13,31,0.419354839,Brooklyn Nets,TRUE,4
195,1676,451,12/18/2018,19:00,TRUE,home_team,Brooklyn Nets,TRUE,14,32,0.4375,Brooklyn Nets,TRUE,5
196,453,455,12/19/2018,20:00,FALSE,away_team,Brooklyn Nets,TRUE,15,33,0.454545455,Brooklyn Nets,TRUE,6
197,1694,469,12/21/2018,19:00,FALSE,home_team,Brooklyn Nets,FALSE,15,34,0.441176471,Brooklyn Nets,TRUE,7
198,1711,486,12/23/2018,18:00,TRUE,home_team,Brooklyn Nets,TRUE,16,35,0.457142857,Brooklyn Nets,FALSE,0
199,1727,502,12/26/2018,19:00,TRUE,home_team,Brooklyn Nets,TRUE,17,36,0.472222222,Brooklyn Nets,TRUE,1
200,514,516,12/28/2018,19:00,TRUE,away_team,Brooklyn Nets,FALSE,17,37,0.459459459,Brooklyn Nets,TRUE,2
201,527,529,12/29/2018,17:00,TRUE,away_team,Brooklyn Nets,FALSE,17,38,0.447368421,Brooklyn Nets,FALSE,0
202,1779,554,1/2/2019,19:00,TRUE,home_team,Brooklyn Nets,TRUE,18,39,0.461538462,Brooklyn Nets,FALSE,0
203,567,569,1/4/2019,20:00,FALSE,away_team,Brooklyn Nets,TRUE,19,40,0.475,Brooklyn Nets,TRUE,1
204,582,584,1/6/2019,15:00,FALSE,away_team,Brooklyn Nets,TRUE,20,41,0.487804878,Brooklyn Nets,TRUE,2
205,588,590,1/7/2019,19:00,TRUE,away_team,Brooklyn Nets,FALSE,20,42,0.476190476,Brooklyn Nets,TRUE,3
206,1832,607,1/9/2019,19:00,TRUE,home_team,Brooklyn Nets,TRUE,21,43,0.488372093,Brooklyn Nets,FALSE,0
207,624,626,1/11/2019,19:00,TRUE,away_team,Brooklyn Nets,FALSE,21,44,0.477272727,Brooklyn Nets,TRUE,1
208,1869,644,1/14/2019,19:00,TRUE,home_team,Brooklyn Nets,TRUE,22,45,0.488888889,Brooklyn Nets,FALSE,0
